"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0217","SAN JOSE-DESAMPARADOS-GRAVILIAS-VILLA NUEVA-RIBERA","1","2021","","","754","6437","225.5","1963285"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0218","SAN JOSE-DESAMPARADOS-PORVENIR","1","2021","","","4237","39841","900.5","12151505"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0219","SAN JOSE-DESAMPARADOS-DOS CERCAS","1","2021","","","5396","52658","982","16060690"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0220","SAN JOSE-DESAMPARADOS-PORVENIR-DOS CERCAS","1","2021","","","3499","40402","764.5","12322610"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0221","SAN JOSE-DESAMPARADOS-CALLE FALLAS","1","2021","","","6948","68943","1454.5","21027615"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0222","SAN JOSE-DESAMPARADOS-SAN MIGUEL-URB.LA CAPRI","1","2021","","","7430","90210","1870","27514050"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0224","SAN JOSE-DESAMPARADOS-LOMAS","1","2021","","","1600","23860","611.5","7277300"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0226","SAN JOSE-ASERRI-Bº MARIA AUXILIADORA Y VICEVERSA","1","2021","","","2034","27059","719.5","9605945"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0227","SAN JOSE-ASERRI-Bº MERCEDES DE ASERRI","1","2021","","","5839","85944","1427.5","30506270"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0228","SAN JOSE-ASERRI-Bº LOURDES DE ASERRI","1","2021","","","7166","105096","1823","37309080"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0229","SAN JOSE-ASERRI-Bº CORAZON DE JESUS","1","2021","","","5453","66344","1243.5","23552120"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0230","SAN JOSE-ASERRI-SALITRILLOS DE ASERRI","1","2021","","","6399","92381","1730.5","32795255"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","I-1","DESAMPARADOS-MORAVIA","R0002","DESAMPARADOS-MORAVIA","1","2021","","","1247","18863","295","6884995"
"AUTOTRANSPORTES EL GUARCO, S.A.","3-101-069418","328","CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA","R1074","CARTAGO-PARQUE INDUSTRIAL-RESIDENCIAL LAS CATALINAS-SANTA GERTRUDIS Y VICEVERSA","1","2021","","","121","2416","253","654075"
"AUTOTRANSPORTES EL GUARCO, S.A.","3-101-069418","328","CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA","R1075","HIGUITO-CARTAGO","1","2021","","","748","4687","341","1122615"
"AUTOTRANSPORTES EL GUARCO, S.A.","3-101-069418","328","CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA","R1076","SAN ISIDRO-EL MOLINO-CARTAGO","1","2021","","","3973","38293","1360","9705325"
"AUTOTRANSPORTES EL GUARCO, S.A.","3-101-069418","328","CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA","R2180","GUATUSO-CARTAGO Y VICEVERSA","1","2021","","","557","4105","124","1011180"
"AUTOTRANSPORTES EL GUARCO, S.A.","3-101-069418","328","CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA","R2181","SAN ISIDRO-PITAHAYA-ASUNCION-CARTAGO Y VICEVERSA","1","2021","","","2188","14178","587","3417150"
"AUTOTRANSPORTES EL GUARCO, S.A.","3-101-069418","328","CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA","R2182","GUAYABAL-TEJAR-HACIENDA VIEJA-CARTAGO Y VICEVERSA","1","2021","","","1121","4945","340","1089840"
"AUTOTRANSPORTES GIJOSA, LIMITADA","3-102-065462","410","HEREDIA-SAN ROQUE-SAN LORENZO","R1224","HEREDIA-SAN LORENZO","1","2021","","","1171","9751","392","2340015"
"AUTOTRANSPORTES GIJOSA, LIMITADA","3-102-065462","411","HEREDIA-SAN JOAQUIN-SANTA MARTA   EXT SAN ROQUE-URB. LAS FLORES","R1227","HEREDIA-URB. LAS FLORES x SAN JOAQUIN","1","2021","","","1136","9354","378","2249735"
"AUTOTRANSPORTES GIJOSA, LIMITADA","3-102-065462","411","HEREDIA-SAN JOAQUIN-SANTA MARTA   EXT SAN ROQUE-URB. LAS FLORES","R1230","  EXT HEREDIA-Bº SANTISIMA TRINIDAD","1","2021","","","1014","7908","320","1843165"
"AUTOTRANSPORTES GRANADOS CONTRERAS, S.A.","3-101-263582","324","CARTAGO-EL BOSQUE","R1066","CARTAGO-EL BOSQUE","1","2021","","","3504","15600","740","3432000"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1881","SIQUIRRES-CAÑO BLANCO","1","2021","","","105","2361","102","2672615"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1882","SIQUIRRES-LA ESPERANZA","1","2021","","","25","536","67.5","541555"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1883","SIQUIRRES-LA PERLA","1","2021","","","160","3456","83","3532320"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1884","  EXT SIQUIRRES-IMPERIO","1","2021","","","212","6932","152.5","4716790"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1885","SIQUIRRES-EL CARMEN-IMPERIO (DIRECTO)","1","2021","","","199","4100","148.5","3447260"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1886","  EXT SIQUIRRES-LA LUCHA","1","2021","","","1214","10311","875","5429955"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1887","SIQUIRRES-FREEMAN","1","2021","","","397","5487","142.5","5165650"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1888","SIQUIRRES-INDIANA 3","1","2021","","","25","2266","140","577600"
"AUTOTRANSPORTES HERMANOS CALVO, S.A.","3-101-536224","738","SIQUIRRES-QUEBRADOR-EL COCAL-SAN ALBERTO-LA LUCHA-EL CARMEN-IMPERIO-LA ESPERANZA-MARYLAND-CAÑO BLANCO-CULTIVEZ-LA PERLA-28 MILLAS-BATÁN-SAHARA-GOSHEN-FREEMAN-INDIANA TRES Y VICEVERSA","R1889","SIQUIRRES-CULTIVEZ","1","2021","","","166","4303","236.5","4036240"
"AUTOTRANSPORTES IBO MONGE S.A.","3-101-650584","104","ACOSTA-BAJOS DEL JORCO","R0299","ACOSTA-PALMICHAL","1","2021","","","210","3912","194.5","1085500"
"AUTOTRANSPORTES IBO MONGE S.A.","3-101-650584","104","ACOSTA-BAJOS DEL JORCO","R0300","ACOSTA-TABLAZO","1","2021","","","","127","20","24130"
"AUTOTRANSPORTES IBO MONGE S.A.","3-101-650584","104","ACOSTA-BAJOS DEL JORCO","R0301","SAN IGNACIO DE ACOSTA-BAJOS DEL JORCO","1","2021","","","669","3568","122","1033455"
"AUTOTRANSPORTES LOPEZ, S.A.","3-101-095513","1221","ALAJUELA-TUETAL NORTE Y SUR Y VICEVERSA","R0909","ALAJUELA-TUETAL NORTE","1","2021","","","2734","36637","1032","12090210"
"AUTOTRANSPORTES LOPEZ, S.A.","3-101-095513","1221","ALAJUELA-TUETAL NORTE Y SUR Y VICEVERSA","R2107","ALAJUELA-TUETAL SUR","1","2021","","","1935","24521","1032","8091930"
"AUTOTRANSPORTES LOPEZ, S.A.","3-101-095513","1221","ALAJUELA-TUETAL NORTE Y SUR Y VICEVERSA","R2108","ALAJUELA-SANTA EDUVIGES","1","2021","","","171","1948","100","642840"
"AUTOTRANSPORTES LOS CORALES, S.A.","3-101-188913","723","LIMON-Bº LOS CORALES-SIGLO XXI-PACUARE","R1789","LIMON-Bº LOS CORALES","1","2021","","","5064","22045","1253","7605525"
"AUTOTRANSPORTES LOS CORALES, S.A.","3-101-188913","723","LIMON-Bº LOS CORALES-SIGLO XXI-PACUARE","R1790","LIMON-Bº SANTA EDUVIGUES","1","2021","","","2444","10086","691","2118060"
"AUTOTRANSPORTES LOS GUIDOS, S.A.","3-101-100603","120 A","SAN JOSÉ-LOS GUIDO (LOS GUIDO POR CEMENTERIO, LOS GUIDO POR CASA CUBA)","R0275","SAN JOSE - LOS GUIDO POR CASA CUBA","1","2021","","","9568","176773","3008","60986685"
"AUTOTRANSPORTES LOS GUIDOS, S.A.","3-101-100603","120 A","SAN JOSÉ-LOS GUIDO (LOS GUIDO POR CEMENTERIO, LOS GUIDO POR CASA CUBA)","R0276","SAN JOSE - LOS GUIDO POR CEMENTERIO","1","2021","","","15682","220596","3635.5","76105620"
"AUTOTRANSPORTES LOS LAGOS – HEREDIA, S. A","3-101-256781","447","HEREDIA-LOS LAGOS","R1300","HEREDIA-LOS LAGOS","1","2021","","","3113","41123","1367","10453845"
"AUTOTRANSPORTES LOS SANTOS, S.R.L","3-102-031244","144","SAN JOSE-FRAILES-LEON CORTES-SAN PABLO-SAN MARCOS-SANTA MARIA-SAN LORENZO Y VICEVERSA","R0446","SAN JOSE-FRAILES-LEON CORTES-DOTA","1","2021","","","26","412","13","999340"
"AUTOTRANSPORTES LOS SANTOS, S.R.L","3-102-031244","154","SAN JOSE-EL EMPALME-DOTA-TARRAZU-LEON CORTES","R0447","SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES","1","2021","","","141","4239","62","9093295"
"AUTOTRANSPORTES LOS SANTOS, S.R.L","3-102-031244","154","SAN JOSE-EL EMPALME-DOTA-TARRAZU-LEON CORTES","R2118","CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES","1","2021","","","64","4056","31","6730475"
"AUTOTRANSPORTES LOS SANTOS, S.R.L","3-102-031244","154 SD","SAN JOSE-SAN PABLO DE LEON CORTES (SERVICIO DIRECTO).","R0454","","1","2021","","","","","",""
"AUTOTRANSPORTES LOS SANTOS, S.R.L","3-102-031244","156","SAN PABLO DE LEON CORTES-SANTA MARIA DE DOTA (PERIFERICA)","R0450","SAN PABLO-SAN MARCOS-SANTA MARIA-SAN LORENZO","1","2021","","","216","22685","217","9527595"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0964","SAN JOSE - ZAPOTE - PISTA - TARAS - CARTAGO","1","2021","","","1732","47505","808","28978050"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0965","SAN JOSE - SAN PEDRO - TRES RIOS - TARAS - CARTAGO","1","2021","","","856","28031","469","17098910"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0966","SAN JOSE - ZAPOTE - TRES RIOS - TARAS - CARTAGO","1","2021","","","765","18358","356.5","11198380"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0967","SAN JOSE - SAN PEDRO - PISTA - TARAS - CARTAGO","1","2021","","","1848","57539","910","35098790"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0968","SAN JOSE - SAN PEDRO - TRES RIOS - LA LIMA - CARTAGO","1","2021","","","749","26487","424","16157070"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0969","SAN JOSE - ZAPOTE - TRES RIOS - LA LIMA - CARTAGO","1","2021","","","770","23011","392.5","14036710"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0970","SAN JOSE - SAN PEDRO - PISTA - LA LIMA - CARTAGO","1","2021","","","1710","56622","879.5","34539420"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0971","SAN JOSE - ZAPOTE - PISTA - LA LIMA - CARTAGO","1","2021","","","1852","57663","944","35174430"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0972","EXPRESO SAN JOSE - CARTAGO","1","2021","","","6442","132609","1359.5","80891490"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0973","DIRECTO, CARTAGO - SAN JOSE, SAN PEDRO (SOLO SENTIDO 2-1)","1","2021","","","714","25981","252","15848410"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0974","DIRECTO, CARTAGO - SAN JOSE, ZAPOTE (SOLO SENTIDO 2-1)","1","2021","","","208","7052","69","4301720"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0975","SAN RAFAEL - SAN JOSE (SOLO SENTIDO 2-1)","1","2021","","","48","1718","22.5","1047980"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0976","TEJAR - SAN JOSE (SOLO SENTIDO 2-1)","1","2021","","","29","1277","12.5","778970"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0977","COCORI - SAN JOSE (SOLO SENTIDO 2-1)","1","2021","","","28","1062","12.5","647820"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0978","TARAS - SAN JOSE (SOLO SENTIDO 2-1)","1","2021","","","21","2232","38.5","1361520"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0979","INA - CARTAGO","1","2021","","","22","1529","20","932690"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0980","ICE - CARTAGO","1","2021","","","37","2096","20","1278560"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0981","MIGRACION - CARTAGO","1","2021","","","29","1970","20","1201700"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0982","MINISTERIO DE SALUD - CARTAGO (SOLO SENTIDO 1-2)","1","2021","","","3","418","7.5","254980"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0983","SAN JOSE - PARQUE INDUSTRIAL DE CARTAGO","1","2021","","","34","3167","46.5","1931870"
"AUTOTRANSPORTES LUMACA, S.A.","3-101-280236","300","SAN JOSE-CARTAGO Y VICEVERSA","R0984","CARTAGO - REGISTRO NACIONAL","1","2021","","","13","1523","21","929030"
"AUTOTRANSPORTES MARIO ROJAS E HIJOS","3-102-068157","276","SAN RAMON-BAJO CALIENTE-URBANIZACION VALLE ESCONDIDO-ZARCERO","R0822","SAN RAMON-ZARCERO","1","2021","","","1223","12099","199","7138650"
"AUTOTRANSPORTES MARIO ROJAS E HIJOS","3-102-068157","276","SAN RAMON-BAJO CALIENTE-URBANIZACION VALLE ESCONDIDO-ZARCERO","R0823","SAN RAMON-VOLIO","1","2021","","","270","2444","105","914450"
"AUTOTRANSPORTES MARIO ROJAS E HIJOS","3-102-068157","276","SAN RAMON-BAJO CALIENTE-URBANIZACION VALLE ESCONDIDO-ZARCERO","R0824","SAN RAMON-ASILO ANCIANOS-BAJO EL TEJAR","1","2021","","","55","1047","140","319335"
"AUTOTRANSPORTES MARIO ROJAS E HIJOS","3-102-068157","276","SAN RAMON-BAJO CALIENTE-URBANIZACION VALLE ESCONDIDO-ZARCERO","R2003","SAN RAMON-URBANIZACION VALLE ESCONDIDO-CALLE JIMEN","1","2021","","","597","5966","386","1819630"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","700","SAN JOSE –  VALLE LA ESTRELLA POR CARRETERA A GUAPILES Y POR TURRIALBA EN CASOS DE EMERGENCIA Y VICEVERSA","R1741","SAN JOSE-VALLE LA ESTRELLA x PISTA A GUAPILES","1","2021","","","131","639","31","4395760"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","700","SAN JOSE –  VALLE LA ESTRELLA POR CARRETERA A GUAPILES Y POR TURRIALBA EN CASOS DE EMERGENCIA Y VICEVERSA","R1751","SAN JOSE-SIXAOLA","1","2021","","","1330","9528","155","66151675"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","722","LIMON-LA BOMBA","R1788","LIMON-LA BOMBA","1","2021","","","2338","50974","922","11511305"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1743","LIMON-SIXAOLA","1","2021","","","12364","15863","409","57115005"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1745","FINCA 20-LIMON","1","2021","","","2051","527","81","3677745"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1746","EL PROGRESO-LIMON","1","2021","","","1225","1775","95","5065410"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1747","FINCA 8-LIMON","1","2021","","","","","",""
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1748","LIMON-BANANITO","1","2021","","","","","",""
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1749","LIMON-MANZANILLO","1","2021","","","4081","4944","155","15198020"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R1750","LIMON-SAN ANDRES","1","2021","","","542","3707","143","5246415"
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R2006","LIMÓN-DONDONIA","1","2021","","","","","",""
"AUTOTRANSPORTES MEPE, S.A.","3-101-028117","725","LIMÓN – BANANITO – DONDONIA – SAN ANDRÉS – VALLE LA ESTRELLA – PANDORA (EL PUENTE) – FINCA Nº 08 – FINCA Nº 20 – EL PROGRESO – CAHUITA – PUERTO VIEJO – MANZANILLO – BRIBRI – SIXÁOLA Y VICEVERSA","R2007","LIMÓN-PANDORA","1","2021","","","","","",""
"AUTOTRANSPORTES MIRAMAR-SAN JOSE, S.A.","3-102-028716","602","SAN JOSE-MIRAMAR DE PUNTARENAS","R1550","SAN JOSE-MIRAMAR (SERVICIO REGULAR)","1","2021","","","248","2723","67.5","6781300"
"AUTOTRANSPORTES MIRAMAR-SAN JOSE, S.A.","3-102-028716","656","MIRAMAR-BAJO CALIENTE-PALMITAL-CEDRAL CON EXTENSIÓN A CORAZÓN DE JESUS Y OJO DE AGUA","R1552","MIRAMAR-CORAZON DE JESUS","1","2021","","","142","442","25","829450"
"AUTOTRANSPORTES MOPVALHE, S.A.","3-101-088740","140","SAN ISIDRO -URBANO Y VICEVERSA, SAN ISIDRO DE EL GENERAL – HOYÓN – SAN ANDRÉS – SAN LUIS –MORAZÁN – QUEBRADAS – LOS ÁNGELES – DORA OBANDO – BENEFICIO – TIERRA PROMETIDA – PACUAR – LAS BRISAS – PISTA LAGUNAS...","R0397","SAN ISIDRO DE EL GENERAL-SAN JUAN BOSCO-LA SUIZA-AGUAS BUENAS","1","2021","","","92","1232","31","1552320"
"AUTOTRANSPORTES MOPVALHE, S.A.","3-101-088740","140","SAN ISIDRO -URBANO Y VICEVERSA, SAN ISIDRO DE EL GENERAL – HOYÓN – SAN ANDRÉS – SAN LUIS –MORAZÁN – QUEBRADAS – LOS ÁNGELES – DORA OBANDO – BENEFICIO – TIERRA PROMETIDA – PACUAR – LAS BRISAS – PISTA LAGUNAS...","R0398","SAN ISIDRO DE EL GENERAL-CONCEPCION-ORATORIO","1","2021","","","27","342","25","333450"
